year,state,sex,age_band,deaths
2024,act,female,5-9,0
2024,act,female,50-54,22
2024,act,female,55-59,31
2024,act,female,60-64,45
2024,act,female,65-69,59
2024,act,female,70-74,86
2024,act,female,75-79,139
2024,act,female,80-84,174
2024,act,female,85-89,242
2024,act,female,90-94,188
2024,act,female,95-99,134
2024,act,female,not_stated,0
2024,act,male,0-4,14
2024,act,male,10-14,1
2024,act,male,100+,5
2024,act,male,15-19,5
2024,act,male,20-24,6
2024,act,male,25-29,8
2024,act,male,30-34,18
2024,act,male,35-39,12
2024,act,male,40-44,26
2024,act,male,45-49,25
2024,act,male,5-9,1
2024,act,male,50-54,37
2024,act,male,55-59,35
2024,act,male,60-64,76
2024,act,male,65-69,69
2024,act,male,70-74,118
2024,act,male,75-79,164
2024,act,male,80-84,187
2024,act,male,85-89,218
2024,act,male,90-94,150
2024,act,male,95-99,52
2024,act,male,not_stated,0
2024,nsw,female,0-4,119
2024,nsw,female,10-14,18
2024,nsw,female,100+,784
2024,nsw,female,15-19,41
2024,nsw,female,20-24,61
2024,nsw,female,25-29,71
2024,nsw,female,30-34,101
2024,nsw,female,35-39,128
2024,nsw,female,40-44,228
2024,nsw,female,45-49,297
2024,nsw,female,5-9,12
2024,nsw,female,50-54,481
2024,nsw,female,55-59,697
2024,nsw,female,60-64,1031
2024,nsw,female,65-69,1466
2024,nsw,female,70-74,2122
2024,nsw,female,75-79,3142
2024,nsw,female,80-84,4026
2024,nsw,female,85-89,5242
2024,nsw,female,90-94,5192
2024,nsw,female,95-99,3122
2024,nsw,female,not_stated,1
2024,nsw,male,0-4,151
2024,nsw,male,10-14,17
2024,nsw,male,100+,227
2024,nsw,male,15-19,96
2024,nsw,male,20-24,126
2024,nsw,male,25-29,202
2024,nsw,male,30-34,224
2024,nsw,male,35-39,267
2024,nsw,male,40-44,409
2024,nsw,male,45-49,530
2024,nsw,male,5-9,23
2024,nsw,male,50-54,791
2024,nsw,male,55-59,1158
2024,nsw,male,60-64,1832
2024,nsw,male,65-69,2287
2024,nsw,male,70-74,3188
2024,nsw,male,75-79,4307
2024,nsw,male,80-84,4864
2024,nsw,male,85-89,5162
2024,nsw,male,90-94,3824
2024,nsw,male,95-99,1572
2024,nsw,male,not_stated,3
2024,nt,female,0-4,11
2024,nt,female,10-14,0
2024,nt,female,100+,1
2024,nt,female,15-19,3
2024,nt,female,20-24,7
2024,nt,female,25-29,13
2024,nt,female,30-34,11
2024,nt,female,35-39,16
2024,nt,female,40-44,18
2024,nt,female,45-49,17
2024,nt,female,5-9,0
2024,nt,female,50-54,38
2024,nt,female,55-59,38
2024,nt,female,60-64,48
2024,nt,female,65-69,46
2024,nt,female,70-74,37
2024,nt,female,75-79,58
2024,nt,female,80-84,47
2024,nt,female,85-89,43
2024,nt,female,90-94,37
2024,nt,female,95-99,7
2024,nt,female,not_stated,0
2024,nt,male,0-4,15
2024,nt,male,10-14,2
2024,nt,male,100+,4
2024,nt,male,15-19,11
2024,nt,male,20-24,20
2024,nt,male,25-29,12
2024,nt,male,30-34,11
2024,nt,male,35-39,18
2024,nt,male,40-44,18
2024,nt,male,45-49,37
2024,nt,male,5-9,1
2024,nt,male,50-54,50
2024,nt,male,55-59,56
2024,nt,male,60-64,63
2024,nt,male,65-69,85
2024,nt,male,70-74,109
2024,nt,male,75-79,94
2024,nt,male,80-84,70
2024,nt,male,85-89,40
2024,nt,male,90-94,18
2024,nt,male,95-99,11
2024,nt,male,not_stated,0
2024,qld,female,0-4,145
2024,qld,female,10-14,12
2024,qld,female,100+,403
2024,qld,female,15-19,30
2024,qld,female,20-24,39
2024,qld,female,25-29,65
2024,qld,female,30-34,75
2024,qld,female,35-39,107
2024,qld,female,40-44,160
2024,qld,female,45-49,219
2024,qld,female,5-9,9
2024,qld,female,50-54,383
2024,qld,female,55-59,461
2024,qld,female,60-64,764
2024,qld,female,65-69,1073
2024,qld,female,70-74,1468
2024,qld,female,75-79,2232
2024,qld,female,80-84,2666
2024,qld,female,85-89,3174
2024,qld,female,90-94,2931
2024,qld,female,95-99,1724
2024,qld,female,not_stated,0
2024,qld,male,0-4,185
2024,qld,male,10-14,15
2024,qld,male,100+,113
2024,qld,male,15-19,73
2024,qld,male,20-24,102
2024,qld,male,25-29,169
2024,qld,male,30-34,166
2024,qld,male,35-39,206
2024,qld,male,40-44,301
2024,qld,male,45-49,404
2024,qld,male,5-9,16
2024,qld,male,50-54,614
2024,qld,male,55-59,832
2024,qld,male,60-64,1202
2024,qld,male,65-69,1633
2024,qld,male,70-74,2167
2024,qld,male,75-79,3030
2024,qld,male,80-84,3339
2024,qld,male,85-89,3139
2024,qld,male,90-94,2234
2024,qld,male,95-99,821
2024,qld,male,not_stated,0
2024,sa,female,0-4,23
2024,sa,female,10-14,3
2024,sa,female,100+,207
2024,sa,female,15-19,11
2024,sa,female,20-24,15
2024,sa,female,25-29,26
2024,sa,female,30-34,25
2024,sa,female,35-39,28
2024,sa,female,40-44,76
2024,sa,female,45-49,77
2024,sa,female,5-9,1
2024,sa,female,50-54,127
2024,sa,female,55-59,201
2024,sa,female,60-64,300
2024,sa,female,65-69,429
2024,sa,female,70-74,529
2024,sa,female,75-79,845
2024,sa,female,80-84,1058
2024,sa,female,85-89,1385
2024,sa,female,90-94,1404
2024,sa,female,95-99,867
2024,sa,female,not_stated,0
2024,sa,male,0-4,40
2024,sa,male,10-14,1
2024,sa,male,100+,61
2024,sa,male,15-19,17
2024,sa,male,20-24,25
2024,sa,male,25-29,39
2024,sa,male,30-34,44
2024,sa,male,35-39,72
2024,sa,male,40-44,83
2024,sa,male,45-49,142
2024,sa,male,5-9,3
2024,sa,male,50-54,207
2024,sa,male,55-59,298
2024,sa,male,60-64,465
2024,sa,male,65-69,604
2024,sa,male,70-74,825
2024,sa,male,75-79,1118
2024,sa,male,80-84,1221
2024,sa,male,85-89,1383
2024,sa,male,90-94,1002
2024,sa,male,95-99,452
2024,sa,male,not_stated,0
2024,tas,female,0-4,19
2024,tas,female,10-14,1
2024,tas,female,100+,38
2024,tas,female,15-19,3
2024,tas,female,20-24,3
2024,tas,female,25-29,8
2024,tas,female,30-34,10
2024,tas,female,35-39,12
2024,tas,female,40-44,17
2024,tas,female,45-49,31
2024,tas,female,5-9,0
2024,tas,female,50-54,53
2024,tas,female,55-59,63
2024,tas,female,60-64,126
2024,tas,female,65-69,175
2024,tas,female,70-74,243
2024,tas,female,75-79,342
2024,tas,female,80-84,381
2024,tas,female,85-89,477
2024,tas,female,90-94,436
2024,tas,female,95-99,209
2024,tas,female,not_stated,0
2024,tas,male,0-4,11
2024,tas,male,10-14,1
2024,tas,male,100+,13
2024,tas,male,15-19,4
2024,tas,male,20-24,11
2024,tas,male,25-29,12
2024,tas,male,30-34,19
2024,tas,male,35-39,18
2024,tas,male,40-44,33
2024,tas,male,45-49,40
2024,tas,male,5-9,1
2024,tas,male,50-54,67
2024,tas,male,55-59,94
2024,tas,male,60-64,151
2024,tas,male,65-69,217
2024,tas,male,70-74,299
2024,tas,male,75-79,418
2024,tas,male,80-84,439
2024,tas,male,85-89,459
2024,tas,male,90-94,303
2024,tas,male,95-99,103
2024,tas,male,not_stated,0
2024,vic,female,0-4,119
2024,vic,female,10-14,13
2024,vic,female,100+,572
2024,vic,female,15-19,23
2024,vic,female,20-24,69
2024,vic,female,25-29,55
2024,vic,female,30-34,102
2024,vic,female,35-39,119
2024,vic,female,40-44,153
2024,vic,female,45-49,254
2024,vic,female,5-9,13
2024,vic,female,50-54,415
2024,vic,female,55-59,579
2024,vic,female,60-64,810
2024,vic,female,65-69,1114
2024,vic,female,70-74,1571
2024,vic,female,75-79,2353
2024,vic,female,80-84,3036
2024,vic,female,85-89,4132
2024,vic,female,90-94,4167
2024,vic,female,95-99,2399
2024,vic,female,not_stated,0
2024,vic,male,0-4,151
2024,vic,male,10-14,18
2024,vic,male,100+,194
2024,vic,male,15-19,55
2024,vic,male,20-24,132
2024,vic,male,25-29,155
2024,vic,male,30-34,197
2024,vic,male,35-39,259
2024,vic,male,40-44,361
2024,vic,male,45-49,424
2024,vic,male,5-9,15
2024,vic,male,50-54,614
2024,vic,male,55-59,913
2024,vic,male,60-64,1255
2024,vic,male,65-69,1711
2024,vic,male,70-74,2389
2024,vic,male,75-79,3150
2024,vic,male,80-84,3750
2024,vic,male,85-89,3975
2024,vic,male,90-94,2944
2024,vic,male,95-99,1213
2024,vic,male,not_stated,0
2024,wa,female,0-4,45
2024,wa,female,10-14,8
2024,wa,female,100+,194
2024,wa,female,15-19,19
2024,wa,female,20-24,20
2024,wa,female,25-29,30
2024,wa,female,30-34,42
2024,wa,female,35-39,65
2024,wa,female,40-44,93
2024,wa,female,45-49,112
2024,wa,female,5-9,8
2024,wa,female,50-54,203
2024,wa,female,55-59,231
2024,wa,female,60-64,311
2024,wa,female,65-69,441
2024,wa,female,70-74,603
2024,wa,female,75-79,867
2024,wa,female,80-84,1156
2024,wa,female,85-89,1507
2024,wa,female,90-94,1441
2024,wa,female,95-99,813
2024,wa,female,not_stated,0
2024,wa,male,0-4,69
2024,wa,male,10-14,8
2024,wa,male,100+,54
2024,wa,male,15-19,37
2024,wa,male,20-24,65
2024,wa,male,25-29,96
2024,wa,male,30-34,93
2024,wa,male,35-39,138
2024,wa,male,40-44,158
2024,wa,male,45-49,166
2024,wa,male,5-9,7
2024,wa,male,50-54,302
2024,wa,male,55-59,380
2024,wa,male,60-64,590
2024,wa,male,65-69,705
2024,wa,male,70-74,1034
2024,wa,male,75-79,1262
2024,wa,male,80-84,1533
2024,wa,male,85-89,1574
2024,wa,male,90-94,1088
2024,wa,male,95-99,399
2024,wa,male,not_stated,4
